id,week,practice_recruitment,cases,sinwe,coswe
17,36,26,0,-0.9350162426854147,-0.3546048870425359
17,37,26,0,-0.970941817426052,-0.23931566428755774
17,38,26,0,-0.992708874098054,-0.12053668025532357
17,39,26,0,-1,-1.836909530733566e-16
17,40,26,0,-0.992708874098054,0.1205366802553232
17,41,26,0,-0.9709418174260521,0.23931566428755738
17,42,26,0,-0.9350162426854148,0.35460488704253557
17,43,26,0,-0.8854560256532101,0.464723172043768
17,44,26,0,-0.822983865893657,0.5680647467311548
17,45,26,0,-0.7485107481711011,0.6631226582407952
17,46,27,0,-0.6631226582407955,0.7485107481711007
17,47,29,0,-0.5680647467311559,0.8229838658936564
17,48,30,1,-0.4647231720437684,0.88545602565321
17,49,31,0,-0.35460488704253595,0.9350162426854147
17,50,31,0,-0.2393156642875578,0.970941817426052
17,51,31,0,-0.12053668025532363,0.992708874098054
17,52,31,0,6.432571489356498e-16,1
17,53,31,0,0.12053668025532314,0.992708874098054
17,54,31,0,0.23931566428755732,0.9709418174260521
17,55,31,0,0.3546048870425355,0.9350162426854148
17,56,31,0,0.46472317204376795,0.8854560256532102
17,57,31,0,0.5680647467311555,0.8229838658936566
17,58,31,0,0.6631226582407952,0.7485107481711011
17,59,31,0,0.7485107481711007,0.6631226582407956
17,60,31,0,0.8229838658936558,0.5680647467311567
17,61,31,0,0.8854560256532099,0.46472317204376845
17,62,31,0,0.9350162426854147,0.354604887042536
17,63,31,0,0.970941817426052,0.23931566428755785
17,64,31,0,0.9927088740980539,0.12053668025532369
17,65,31,0,1,3.061515884555943e-16
17,66,31,0,0.992708874098054,-0.12053668025532309
17,67,31,0,0.9709418174260519,-0.23931566428755813
17,68,31,0,0.9350162426854148,-0.35460488704253545
17,69,31,0,0.8854560256532102,-0.4647231720437679
17,70,31,0,0.8229838658936571,-0.5680647467311547
17,71,31,0,0.7485107481711012,-0.6631226582407952
23,1,1,2,0.12053668025532305,0.992708874098054
23,2,1,0,0.23931566428755774,0.970941817426052
23,3,2,0,0.3546048870425356,0.9350162426854148
23,4,5,0,0.4647231720437685,0.8854560256532099
23,5,7,0,0.5680647467311558,0.8229838658936564
23,6,8,0,0.6631226582407952,0.7485107481711011
23,7,10,0,0.7485107481711011,0.6631226582407953
23,8,13,0,0.8229838658936564,0.5680647467311559
23,9,15,0,0.8854560256532099,0.4647231720437686
23,10,20,0,0.9350162426854148,0.35460488704253557
23,11,21,1,0.970941817426052,0.23931566428755804
23,12,21,0,0.992708874098054,0.120536680255323
23,13,21,0,1,-1.6081428723391245e-16
23,14,21,0,0.992708874098054,-0.12053668025532288
23,15,24,1,0.9709418174260521,-0.2393156642875575
23,16,24,2,0.9350162426854148,-0.35460488704253545
23,17,24,0,0.8854560256532099,-0.4647231720437685
23,18,24,1,0.8229838658936565,-0.5680647467311557
23,19,24,0,0.7485107481711013,-0.663122658240795
23,20,24,0,0.6631226582407952,-0.7485107481711012
23,21,24,2,0.5680647467311558,-0.8229838658936564
23,22,24,0,0.46472317204376906,-0.8854560256532096
23,23,24,0,0.35460488704253584,-0.9350162426854147
23,24,25,1,0.23931566428755768,-0.970941817426052
23,25,25,1,0.12053668025532308,-0.992708874098054
23,26,25,0,-3.216285744678249e-16,-1
23,27,25,0,-0.12053668025532283,-0.992708874098054
23,28,25,0,-0.23931566428755743,-0.9709418174260521
23,29,25,0,-0.3546048870425356,-0.9350162426854148
23,30,25,0,-0.46472317204376806,-0.8854560256532101
23,31,25,1,-0.5680647467311556,-0.8229838658936565
23,32,26,3,-0.663122658240795,-0.7485107481711013
23,33,26,2,-0.7485107481711011,-0.6631226582407952
23,34,26,2,-0.8229838658936564,-0.5680647467311559
23,35,26,0,-0.8854560256532096,-0.4647231720437691
23,36,26,1,-0.9350162426854147,-0.3546048870425359
23,37,26,4,-0.970941817426052,-0.23931566428755774
23,38,26,3,-0.992708874098054,-0.12053668025532357
23,39,26,1,-1,-1.836909530733566e-16
23,40,26,1,-0.992708874098054,0.1205366802553232
23,41,26,0,-0.9709418174260521,0.23931566428755738
23,42,26,1,-0.9350162426854148,0.35460488704253557
23,43,26,1,-0.8854560256532101,0.464723172043768
23,44,26,3,-0.822983865893657,0.5680647467311548
23,45,26,0,-0.7485107481711011,0.6631226582407952
23,46,27,0,-0.6631226582407955,0.7485107481711007
23,47,29,1,-0.5680647467311559,0.8229838658936564
23,48,30,0,-0.4647231720437684,0.88545602565321
23,49,31,3,-0.35460488704253595,0.9350162426854147
23,50,31,0,-0.2393156642875578,0.970941817426052
23,51,31,1,-0.12053668025532363,0.992708874098054
23,52,31,1,6.432571489356498e-16,1
23,53,31,0,0.12053668025532314,0.992708874098054
23,54,31,0,0.23931566428755732,0.9709418174260521
23,55,31,3,0.3546048870425355,0.9350162426854148
23,56,31,1,0.46472317204376795,0.8854560256532102
23,57,31,0,0.5680647467311555,0.8229838658936566
23,58,31,1,0.6631226582407952,0.7485107481711011
23,59,31,1,0.7485107481711007,0.6631226582407956
23,60,31,0,0.8229838658936558,0.5680647467311567
23,61,31,1,0.8854560256532099,0.46472317204376845
23,62,31,0,0.9350162426854147,0.354604887042536
23,63,31,0,0.970941817426052,0.23931566428755785
23,64,31,0,0.9927088740980539,0.12053668025532369
23,65,31,0,1,3.061515884555943e-16
23,66,31,0,0.992708874098054,-0.12053668025532309
23,67,31,0,0.9709418174260519,-0.23931566428755813
23,68,31,0,0.9350162426854148,-0.35460488704253545
23,69,31,0,0.8854560256532102,-0.4647231720437679
23,70,31,0,0.8229838658936571,-0.5680647467311547
23,71,31,0,0.7485107481711012,-0.6631226582407952
28,1,1,1,0.12053668025532305,0.992708874098054
28,2,1,1,0.23931566428755774,0.970941817426052
28,3,2,0,0.3546048870425356,0.9350162426854148
28,4,5,1,0.4647231720437685,0.8854560256532099
28,5,7,0,0.5680647467311558,0.8229838658936564
28,6,8,2,0.6631226582407952,0.7485107481711011
28,7,10,1,0.7485107481711011,0.6631226582407953
28,8,13,1,0.8229838658936564,0.5680647467311559
28,9,15,0,0.8854560256532099,0.4647231720437686
28,10,20,0,0.9350162426854148,0.35460488704253557
28,11,21,0,0.970941817426052,0.23931566428755804
28,12,21,0,0.992708874098054,0.120536680255323
28,13,21,0,1,-1.6081428723391245e-16
28,14,21,1,0.992708874098054,-0.12053668025532288
28,15,24,1,0.9709418174260521,-0.2393156642875575
28,16,24,0,0.9350162426854148,-0.35460488704253545
28,17,24,0,0.8854560256532099,-0.4647231720437685
28,18,24,0,0.8229838658936565,-0.5680647467311557
28,19,24,0,0.7485107481711013,-0.663122658240795
28,20,24,0,0.6631226582407952,-0.7485107481711012
28,21,24,0,0.5680647467311558,-0.8229838658936564
28,22,24,0,0.46472317204376906,-0.8854560256532096
28,23,24,0,0.35460488704253584,-0.9350162426854147
28,24,25,0,0.23931566428755768,-0.970941817426052
28,25,25,0,0.12053668025532308,-0.992708874098054
28,26,25,0,-3.216285744678249e-16,-1
28,27,25,0,-0.12053668025532283,-0.992708874098054
28,28,25,0,-0.23931566428755743,-0.9709418174260521
28,29,25,0,-0.3546048870425356,-0.9350162426854148
28,30,25,0,-0.46472317204376806,-0.8854560256532101
28,31,25,0,-0.5680647467311556,-0.8229838658936565
28,32,26,0,-0.663122658240795,-0.7485107481711013
28,33,26,0,-0.7485107481711011,-0.6631226582407952
28,34,26,1,-0.8229838658936564,-0.5680647467311559
28,35,26,1,-0.8854560256532096,-0.4647231720437691
28,36,26,0,-0.9350162426854147,-0.3546048870425359
28,37,26,0,-0.970941817426052,-0.23931566428755774
28,38,26,0,-0.992708874098054,-0.12053668025532357
28,39,26,0,-1,-1.836909530733566e-16
28,40,26,0,-0.992708874098054,0.1205366802553232
28,41,26,0,-0.9709418174260521,0.23931566428755738
28,42,26,0,-0.9350162426854148,0.35460488704253557
28,43,26,0,-0.8854560256532101,0.464723172043768
28,44,26,0,-0.822983865893657,0.5680647467311548
28,45,26,0,-0.7485107481711011,0.6631226582407952
28,46,27,0,-0.6631226582407955,0.7485107481711007
28,47,29,1,-0.5680647467311559,0.8229838658936564
28,48,30,0,-0.4647231720437684,0.88545602565321
28,49,31,1,-0.35460488704253595,0.9350162426854147
28,50,31,0,-0.2393156642875578,0.970941817426052
28,51,31,0,-0.12053668025532363,0.992708874098054
28,52,31,0,6.432571489356498e-16,1
28,53,31,1,0.12053668025532314,0.992708874098054
28,54,31,0,0.23931566428755732,0.9709418174260521
28,55,31,0,0.3546048870425355,0.9350162426854148
28,56,31,0,0.46472317204376795,0.8854560256532102
28,57,31,0,0.5680647467311555,0.8229838658936566
28,58,31,0,0.6631226582407952,0.7485107481711011
28,59,31,0,0.7485107481711007,0.6631226582407956
28,60,31,1,0.8229838658936558,0.5680647467311567
28,61,31,1,0.8854560256532099,0.46472317204376845
28,62,31,0,0.9350162426854147,0.354604887042536
28,63,31,0,0.970941817426052,0.23931566428755785
28,64,31,0,0.9927088740980539,0.12053668025532369
28,65,31,0,1,3.061515884555943e-16
28,66,31,0,0.992708874098054,-0.12053668025532309
28,67,31,0,0.9709418174260519,-0.23931566428755813
28,68,31,0,0.9350162426854148,-0.35460488704253545
28,69,31,0,0.8854560256532102,-0.4647231720437679
28,70,31,0,0.8229838658936571,-0.5680647467311547
28,71,31,0,0.7485107481711012,-0.6631226582407952
31,1,1,0,0.12053668025532305,0.992708874098054
31,2,1,0,0.23931566428755774,0.970941817426052
31,3,2,0,0.3546048870425356,0.9350162426854148
31,4,5,0,0.4647231720437685,0.8854560256532099
31,5,7,0,0.5680647467311558,0.8229838658936564
31,6,8,0,0.6631226582407952,0.7485107481711011
31,7,10,1,0.7485107481711011,0.6631226582407953
31,8,13,1,0.8229838658936564,0.5680647467311559
31,9,15,0,0.8854560256532099,0.4647231720437686
31,10,20,0,0.9350162426854148,0.35460488704253557
31,11,21,2,0.970941817426052,0.23931566428755804
31,12,21,1,0.992708874098054,0.120536680255323
31,13,21,0,1,-1.6081428723391245e-16
31,14,21,1,0.992708874098054,-0.12053668025532288
31,15,24,0,0.9709418174260521,-0.2393156642875575
31,16,24,2,0.9350162426854148,-0.35460488704253545
31,17,24,1,0.8854560256532099,-0.4647231720437685
31,18,24,0,0.8229838658936565,-0.5680647467311557
31,19,24,4,0.7485107481711013,-0.663122658240795
31,20,24,1,0.6631226582407952,-0.7485107481711012
31,21,24,0,0.5680647467311558,-0.8229838658936564
31,22,24,0,0.46472317204376906,-0.8854560256532096
31,23,24,0,0.35460488704253584,-0.9350162426854147
31,24,25,0,0.23931566428755768,-0.970941817426052
31,25,25,1,0.12053668025532308,-0.992708874098054
31,26,25,0,-3.216285744678249e-16,-1
31,27,25,0,-0.12053668025532283,-0.992708874098054
31,28,25,0,-0.23931566428755743,-0.9709418174260521
31,29,25,0,-0.3546048870425356,-0.9350162426854148
31,30,25,0,-0.46472317204376806,-0.8854560256532101
31,31,25,0,-0.5680647467311556,-0.8229838658936565
31,32,26,0,-0.663122658240795,-0.7485107481711013
31,33,26,1,-0.7485107481711011,-0.6631226582407952
31,34,26,0,-0.8229838658936564,-0.5680647467311559
31,35,26,0,-0.8854560256532096,-0.4647231720437691
31,36,26,0,-0.9350162426854147,-0.3546048870425359
31,37,26,0,-0.970941817426052,-0.23931566428755774
31,38,26,1,-0.992708874098054,-0.12053668025532357
31,39,26,1,-1,-1.836909530733566e-16
31,40,26,0,-0.992708874098054,0.1205366802553232
31,41,26,1,-0.9709418174260521,0.23931566428755738
31,42,26,1,-0.9350162426854148,0.35460488704253557
31,43,26,0,-0.8854560256532101,0.464723172043768
31,44,26,2,-0.822983865893657,0.5680647467311548
31,45,26,1,-0.7485107481711011,0.6631226582407952
31,46,27,0,-0.6631226582407955,0.7485107481711007
31,47,29,0,-0.5680647467311559,0.8229838658936564
31,48,30,0,-0.4647231720437684,0.88545602565321
31,49,31,0,-0.35460488704253595,0.9350162426854147
31,50,31,0,-0.2393156642875578,0.970941817426052
31,51,31,0,-0.12053668025532363,0.992708874098054
31,52,31,0,6.432571489356498e-16,1
31,53,31,0,0.12053668025532314,0.992708874098054
31,54,31,0,0.23931566428755732,0.9709418174260521
31,55,31,0,0.3546048870425355,0.9350162426854148
31,56,31,0,0.46472317204376795,0.8854560256532102
31,57,31,0,0.5680647467311555,0.8229838658936566
31,58,31,0,0.6631226582407952,0.7485107481711011
31,59,31,0,0.7485107481711007,0.6631226582407956
31,60,31,0,0.8229838658936558,0.5680647467311567
31,61,31,1,0.8854560256532099,0.46472317204376845
31,62,31,1,0.9350162426854147,0.354604887042536
31,63,31,0,0.970941817426052,0.23931566428755785
31,64,31,0,0.9927088740980539,0.12053668025532369
31,65,31,0,1,3.061515884555943e-16
31,66,31,0,0.992708874098054,-0.12053668025532309
31,67,31,0,0.9709418174260519,-0.23931566428755813
31,68,31,0,0.9350162426854148,-0.35460488704253545
31,69,31,0,0.8854560256532102,-0.4647231720437679
31,70,31,0,0.8229838658936571,-0.5680647467311547
31,71,31,0,0.7485107481711012,-0.6631226582407952
34,1,1,2,0.12053668025532305,0.992708874098054
34,2,1,4,0.23931566428755774,0.970941817426052
34,3,2,1,0.3546048870425356,0.9350162426854148
34,4,5,3,0.4647231720437685,0.8854560256532099
34,5,7,2,0.5680647467311558,0.8229838658936564
34,6,8,1,0.6631226582407952,0.7485107481711011
34,7,10,1,0.7485107481711011,0.6631226582407953
34,8,13,2,0.8229838658936564,0.5680647467311559
34,9,15,0,0.8854560256532099,0.4647231720437686
34,10,20,0,0.9350162426854148,0.35460488704253557
34,11,21,0,0.970941817426052,0.23931566428755804
34,12,21,3,0.992708874098054,0.120536680255323
34,13,21,1,1,-1.6081428723391245e-16
34,14,21,0,0.992708874098054,-0.12053668025532288
34,15,24,1,0.9709418174260521,-0.2393156642875575
34,16,24,1,0.9350162426854148,-0.35460488704253545
34,17,24,2,0.8854560256532099,-0.4647231720437685
34,18,24,1,0.8229838658936565,-0.5680647467311557
34,19,24,2,0.7485107481711013,-0.663122658240795
34,20,24,1,0.6631226582407952,-0.7485107481711012
34,21,24,0,0.5680647467311558,-0.8229838658936564
34,22,24,0,0.46472317204376906,-0.8854560256532096
34,23,24,1,0.35460488704253584,-0.9350162426854147
34,24,25,2,0.23931566428755768,-0.970941817426052
34,25,25,1,0.12053668025532308,-0.992708874098054
34,26,25,1,-3.216285744678249e-16,-1
34,27,25,0,-0.12053668025532283,-0.992708874098054
34,28,25,3,-0.23931566428755743,-0.9709418174260521
34,29,25,1,-0.3546048870425356,-0.9350162426854148
34,30,25,1,-0.46472317204376806,-0.8854560256532101
34,31,25,0,-0.5680647467311556,-0.8229838658936565
34,32,26,1,-0.663122658240795,-0.7485107481711013
34,33,26,0,-0.7485107481711011,-0.6631226582407952
34,34,26,0,-0.8229838658936564,-0.5680647467311559
34,35,26,0,-0.8854560256532096,-0.4647231720437691
34,36,26,0,-0.9350162426854147,-0.3546048870425359
34,37,26,3,-0.970941817426052,-0.23931566428755774
34,38,26,1,-0.992708874098054,-0.12053668025532357
34,39,26,1,-1,-1.836909530733566e-16
34,40,26,0,-0.992708874098054,0.1205366802553232
34,41,26,2,-0.9709418174260521,0.23931566428755738
34,42,26,0,-0.9350162426854148,0.35460488704253557
34,43,26,0,-0.8854560256532101,0.464723172043768
34,44,26,0,-0.822983865893657,0.5680647467311548
34,45,26,0,-0.7485107481711011,0.6631226582407952
34,46,27,0,-0.6631226582407955,0.7485107481711007
34,47,29,0,-0.5680647467311559,0.8229838658936564
34,48,30,1,-0.4647231720437684,0.88545602565321
34,49,31,0,-0.35460488704253595,0.9350162426854147
34,50,31,1,-0.2393156642875578,0.970941817426052
34,51,31,0,-0.12053668025532363,0.992708874098054
34,52,31,1,6.432571489356498e-16,1
34,53,31,1,0.12053668025532314,0.992708874098054
34,54,31,1,0.23931566428755732,0.9709418174260521
34,55,31,1,0.3546048870425355,0.9350162426854148
34,56,31,0,0.46472317204376795,0.8854560256532102
34,57,31,0,0.5680647467311555,0.8229838658936566
34,58,31,1,0.6631226582407952,0.7485107481711011
34,59,31,0,0.7485107481711007,0.6631226582407956
34,60,31,0,0.8229838658936558,0.5680647467311567
34,61,31,0,0.8854560256532099,0.46472317204376845
34,62,31,0,0.9350162426854147,0.354604887042536
34,63,31,1,0.970941817426052,0.23931566428755785
34,64,31,0,0.9927088740980539,0.12053668025532369
34,65,31,0,1,3.061515884555943e-16
34,66,31,0,0.992708874098054,-0.12053668025532309
34,67,31,0,0.9709418174260519,-0.23931566428755813
34,68,31,0,0.9350162426854148,-0.35460488704253545
34,69,31,0,0.8854560256532102,-0.4647231720437679
34,70,31,0,0.8229838658936571,-0.5680647467311547
34,71,31,0,0.7485107481711012,-0.6631226582407952
35,1,1,0,0.12053668025532305,0.992708874098054
35,2,1,0,0.23931566428755774,0.970941817426052
35,3,2,1,0.3546048870425356,0.9350162426854148
35,4,5,1,0.4647231720437685,0.8854560256532099
35,5,7,0,0.5680647467311558,0.8229838658936564
35,6,8,0,0.6631226582407952,0.7485107481711011
35,7,10,1,0.7485107481711011,0.6631226582407953
35,8,13,1,0.8229838658936564,0.5680647467311559
35,9,15,1,0.8854560256532099,0.4647231720437686
35,10,20,0,0.9350162426854148,0.35460488704253557
35,11,21,0,0.970941817426052,0.23931566428755804
35,12,21,0,0.992708874098054,0.120536680255323
35,13,21,0,1,-1.6081428723391245e-16
35,14,21,0,0.992708874098054,-0.12053668025532288
35,15,24,1,0.9709418174260521,-0.2393156642875575
35,16,24,0,0.9350162426854148,-0.35460488704253545
35,17,24,0,0.8854560256532099,-0.4647231720437685
35,18,24,0,0.8229838658936565,-0.5680647467311557
35,19,24,1,0.7485107481711013,-0.663122658240795
35,20,24,1,0.6631226582407952,-0.7485107481711012
35,21,24,0,0.5680647467311558,-0.8229838658936564
35,22,24,0,0.46472317204376906,-0.8854560256532096
35,23,24,0,0.35460488704253584,-0.9350162426854147
35,24,25,0,0.23931566428755768,-0.970941817426052
35,25,25,0,0.12053668025532308,-0.992708874098054
35,26,25,0,-3.216285744678249e-16,-1
35,27,25,0,-0.12053668025532283,-0.992708874098054
35,28,25,0,-0.23931566428755743,-0.9709418174260521
35,29,25,0,-0.3546048870425356,-0.9350162426854148
35,30,25,0,-0.46472317204376806,-0.8854560256532101
35,31,25,0,-0.5680647467311556,-0.8229838658936565
35,32,26,0,-0.663122658240795,-0.7485107481711013
35,33,26,0,-0.7485107481711011,-0.6631226582407952
35,34,26,0,-0.8229838658936564,-0.5680647467311559
35,35,26,0,-0.8854560256532096,-0.4647231720437691
35,36,26,0,-0.9350162426854147,-0.3546048870425359
35,37,26,0,-0.970941817426052,-0.23931566428755774
35,38,26,0,-0.992708874098054,-0.12053668025532357
35,39,26,0,-1,-1.836909530733566e-16
35,40,26,0,-0.992708874098054,0.1205366802553232
35,41,26,0,-0.9709418174260521,0.23931566428755738
35,42,26,0,-0.9350162426854148,0.35460488704253557
35,43,26,2,-0.8854560256532101,0.464723172043768
35,44,26,0,-0.822983865893657,0.5680647467311548
35,45,26,0,-0.7485107481711011,0.6631226582407952
35,46,27,1,-0.6631226582407955,0.7485107481711007
35,47,29,0,-0.5680647467311559,0.8229838658936564
35,48,30,0,-0.4647231720437684,0.88545602565321
35,49,31,1,-0.35460488704253595,0.9350162426854147
35,50,31,0,-0.2393156642875578,0.970941817426052
35,51,31,0,-0.12053668025532363,0.992708874098054
35,52,31,0,6.432571489356498e-16,1
35,53,31,0,0.12053668025532314,0.992708874098054
35,54,31,0,0.23931566428755732,0.9709418174260521
35,55,31,0,0.3546048870425355,0.9350162426854148
35,56,31,1,0.46472317204376795,0.8854560256532102
35,57,31,1,0.5680647467311555,0.8229838658936566
35,58,31,0,0.6631226582407952,0.7485107481711011
35,59,31,0,0.7485107481711007,0.6631226582407956
35,60,31,1,0.8229838658936558,0.5680647467311567
35,61,31,0,0.8854560256532099,0.46472317204376845
35,62,31,0,0.9350162426854147,0.354604887042536
35,63,31,0,0.970941817426052,0.23931566428755785
35,64,31,0,0.9927088740980539,0.12053668025532369
35,65,31,0,1,3.061515884555943e-16
35,66,31,0,0.992708874098054,-0.12053668025532309
35,67,31,0,0.9709418174260519,-0.23931566428755813
35,68,31,0,0.9350162426854148,-0.35460488704253545
35,69,31,0,0.8854560256532102,-0.4647231720437679
35,70,31,0,0.8229838658936571,-0.5680647467311547
35,71,31,0,0.7485107481711012,-0.6631226582407952
37,1,1,0,0.12053668025532305,0.992708874098054
37,2,1,0,0.23931566428755774,0.970941817426052
37,3,2,0,0.3546048870425356,0.9350162426854148
37,4,5,0,0.4647231720437685,0.8854560256532099
37,5,7,0,0.5680647467311558,0.8229838658936564
37,6,8,0,0.6631226582407952,0.7485107481711011
37,7,10,0,0.7485107481711011,0.6631226582407953
37,8,13,0,0.8229838658936564,0.5680647467311559
37,9,15,0,0.8854560256532099,0.4647231720437686
37,10,20,0,0.9350162426854148,0.35460488704253557
37,11,21,0,0.970941817426052,0.23931566428755804
37,12,21,0,0.992708874098054,0.120536680255323
37,13,21,0,1,-1.6081428723391245e-16
37,14,21,0,0.992708874098054,-0.12053668025532288
37,15,24,0,0.9709418174260521,-0.2393156642875575
37,16,24,0,0.9350162426854148,-0.35460488704253545
37,17,24,0,0.8854560256532099,-0.4647231720437685
37,18,24,0,0.8229838658936565,-0.5680647467311557
37,19,24,0,0.7485107481711013,-0.663122658240795
37,20,24,0,0.6631226582407952,-0.7485107481711012
37,21,24,0,0.5680647467311558,-0.8229838658936564
37,22,24,0,0.46472317204376906,-0.8854560256532096
37,23,24,0,0.35460488704253584,-0.9350162426854147
37,24,25,0,0.23931566428755768,-0.970941817426052
37,25,25,0,0.12053668025532308,-0.992708874098054
37,26,25,0,-3.216285744678249e-16,-1
37,27,25,0,-0.12053668025532283,-0.992708874098054
37,28,25,0,-0.23931566428755743,-0.9709418174260521
37,29,25,0,-0.3546048870425356,-0.9350162426854148
37,30,25,0,-0.46472317204376806,-0.8854560256532101
37,31,25,0,-0.5680647467311556,-0.8229838658936565
37,32,26,0,-0.663122658240795,-0.7485107481711013
37,33,26,0,-0.7485107481711011,-0.6631226582407952
37,34,26,0,-0.8229838658936564,-0.5680647467311559
37,35,26,0,-0.8854560256532096,-0.4647231720437691
37,36,26,0,-0.9350162426854147,-0.3546048870425359
37,37,26,0,-0.970941817426052,-0.23931566428755774
37,38,26,0,-0.992708874098054,-0.12053668025532357
37,39,26,0,-1,-1.836909530733566e-16
37,40,26,0,-0.992708874098054,0.1205366802553232
37,41,26,0,-0.9709418174260521,0.23931566428755738
37,42,26,0,-0.9350162426854148,0.35460488704253557
37,43,26,0,-0.8854560256532101,0.464723172043768
37,44,26,0,-0.822983865893657,0.5680647467311548
37,45,26,0,-0.7485107481711011,0.6631226582407952
37,46,27,0,-0.6631226582407955,0.7485107481711007
37,47,29,0,-0.5680647467311559,0.8229838658936564
37,48,30,0,-0.4647231720437684,0.88545602565321
37,49,31,0,-0.35460488704253595,0.9350162426854147
37,50,31,0,-0.2393156642875578,0.970941817426052
37,51,31,0,-0.12053668025532363,0.992708874098054
37,52,31,0,6.432571489356498e-16,1
37,53,31,0,0.12053668025532314,0.992708874098054
37,54,31,0,0.23931566428755732,0.9709418174260521
37,55,31,0,0.3546048870425355,0.9350162426854148
37,56,31,0,0.46472317204376795,0.8854560256532102
37,57,31,0,0.5680647467311555,0.8229838658936566
37,58,31,0,0.6631226582407952,0.7485107481711011
37,59,31,0,0.7485107481711007,0.6631226582407956
37,60,31,0,0.8229838658936558,0.5680647467311567
37,61,31,0,0.8854560256532099,0.46472317204376845
37,62,31,0,0.9350162426854147,0.354604887042536
37,63,31,0,0.970941817426052,0.23931566428755785
37,64,31,0,0.9927088740980539,0.12053668025532369
37,65,31,0,1,3.061515884555943e-16
37,66,31,0,0.992708874098054,-0.12053668025532309
37,67,31,0,0.9709418174260519,-0.23931566428755813
37,68,31,0,0.9350162426854148,-0.35460488704253545
37,69,31,0,0.8854560256532102,-0.4647231720437679
37,70,31,0,0.8229838658936571,-0.5680647467311547
37,71,31,0,0.7485107481711012,-0.6631226582407952
44,1,1,0,0.12053668025532305,0.992708874098054
44,2,1,0,0.23931566428755774,0.970941817426052
44,3,2,0,0.3546048870425356,0.9350162426854148
44,4,5,0,0.4647231720437685,0.8854560256532099
44,5,7,0,0.5680647467311558,0.8229838658936564
44,6,8,0,0.6631226582407952,0.7485107481711011
44,7,10,0,0.7485107481711011,0.6631226582407953
44,8,13,0,0.8229838658936564,0.5680647467311559
44,9,15,0,0.8854560256532099,0.4647231720437686
44,10,20,0,0.9350162426854148,0.35460488704253557
44,11,21,0,0.970941817426052,0.23931566428755804
44,12,21,0,0.992708874098054,0.120536680255323
44,13,21,0,1,-1.6081428723391245e-16
44,14,21,0,0.992708874098054,-0.12053668025532288
44,15,24,1,0.9709418174260521,-0.2393156642875575
44,16,24,0,0.9350162426854148,-0.35460488704253545
44,17,24,0,0.8854560256532099,-0.4647231720437685
44,18,24,3,0.8229838658936565,-0.5680647467311557
44,19,24,0,0.7485107481711013,-0.663122658240795
44,20,24,0,0.6631226582407952,-0.7485107481711012
44,21,24,0,0.5680647467311558,-0.8229838658936564
44,22,24,0,0.46472317204376906,-0.8854560256532096
44,23,24,1,0.35460488704253584,-0.9350162426854147
44,24,25,0,0.23931566428755768,-0.970941817426052
44,25,25,0,0.12053668025532308,-0.992708874098054
44,26,25,0,-3.216285744678249e-16,-1
44,27,25,0,-0.12053668025532283,-0.992708874098054
44,28,25,0,-0.23931566428755743,-0.9709418174260521
44,29,25,0,-0.3546048870425356,-0.9350162426854148
44,30,25,1,-0.46472317204376806,-0.8854560256532101
44,31,25,0,-0.5680647467311556,-0.8229838658936565
44,32,26,2,-0.663122658240795,-0.7485107481711013
44,33,26,0,-0.7485107481711011,-0.6631226582407952
44,34,26,0,-0.8229838658936564,-0.5680647467311559
44,35,26,0,-0.8854560256532096,-0.4647231720437691
44,36,26,1,-0.9350162426854147,-0.3546048870425359
44,37,26,1,-0.970941817426052,-0.23931566428755774
44,38,26,0,-0.992708874098054,-0.12053668025532357
44,39,26,0,-1,-1.836909530733566e-16
44,40,26,1,-0.992708874098054,0.1205366802553232
44,41,26,0,-0.9709418174260521,0.23931566428755738
44,42,26,0,-0.9350162426854148,0.35460488704253557
44,43,26,1,-0.8854560256532101,0.464723172043768
44,44,26,0,-0.822983865893657,0.5680647467311548
44,45,26,0,-0.7485107481711011,0.6631226582407952
44,46,27,0,-0.6631226582407955,0.7485107481711007
44,47,29,0,-0.5680647467311559,0.8229838658936564
44,48,30,0,-0.4647231720437684,0.88545602565321
44,49,31,0,-0.35460488704253595,0.9350162426854147
44,50,31,0,-0.2393156642875578,0.970941817426052
44,51,31,0,-0.12053668025532363,0.992708874098054
44,52,31,0,6.432571489356498e-16,1
44,53,31,0,0.12053668025532314,0.992708874098054
44,54,31,0,0.23931566428755732,0.9709418174260521
44,55,31,0,0.3546048870425355,0.9350162426854148
44,56,31,0,0.46472317204376795,0.8854560256532102
44,57,31,0,0.5680647467311555,0.8229838658936566
44,58,31,0,0.6631226582407952,0.7485107481711011
44,59,31,0,0.7485107481711007,0.6631226582407956
44,60,31,0,0.8229838658936558,0.5680647467311567
44,61,31,0,0.8854560256532099,0.46472317204376845
44,62,31,0,0.9350162426854147,0.354604887042536
44,63,31,0,0.970941817426052,0.23931566428755785
44,64,31,0,0.9927088740980539,0.12053668025532369
44,65,31,0,1,3.061515884555943e-16
44,66,31,0,0.992708874098054,-0.12053668025532309
44,67,31,0,0.9709418174260519,-0.23931566428755813
44,68,31,0,0.9350162426854148,-0.35460488704253545
44,69,31,0,0.8854560256532102,-0.4647231720437679
44,70,31,0,0.8229838658936571,-0.5680647467311547
44,71,31,0,0.7485107481711012,-0.6631226582407952
45,1,1,0,0.12053668025532305,0.992708874098054
